edgeid,source,target,date,value,type
1768,668,790.0,2021/12/5,1.0,Directed
1769,0,1050.0,2021/12/8,1.0,Directed
1770,1,4.0,2021/12/8,1.0,Directed
1771,1,1050.0,2021/12/8,1.0,Directed
1772,69,1050.0,2021/12/8,1.0,Directed
1773,809,874.0,2021/12/8,1.0,Directed
1774,81,1050.0,2021/12/8,1.0,Directed
1775,105,1050.0,2021/12/8,1.0,Directed
1776,154,1050.0,2021/12/8,1.0,Directed
1777,195,874.0,2021/12/8,1.0,Directed
1778,261,1050.0,2021/12/8,1.0,Directed
1779,364,1050.0,2021/12/8,1.0,Directed
1780,461,1050.0,2021/12/8,1.0,Directed
1781,636,545.0,2021/12/8,1.0,Directed
1782,636,1050.0,2021/12/8,1.0,Directed
1783,668,1050.0,2021/12/8,1.0,Directed
1784,183,791.0,2021/12/16,1.0,Directed
1785,293,791.0,2021/12/16,1.0,Directed
1786,461,791.0,2021/12/16,1.0,Directed
1787,1131,791.0,2021/12/16,1.0,Directed
1788,710,951.0,2021/12/20,1.0,Directed
1789,812,951.0,2021/12/20,1.0,Directed
1790,221,951.0,2021/12/20,1.0,Directed
1791,221,393.0,2021/12/20,1.0,Directed
1792,243,951.0,2021/12/20,1.0,Directed
1793,393,951.0,2021/12/20,1.0,Directed
1794,461,951.0,2021/12/20,1.0,Directed
1795,1132,951.0,2021/12/20,1.0,Directed
1796,668,951.0,2021/12/20,1.0,Directed
1797,183,792.0,2021/12/23,1.0,Directed
1798,281,1019.0,2021/12/23,1.0,Directed
1799,293,792.0,2021/12/23,1.0,Directed
1800,461,792.0,2021/12/23,1.0,Directed
1801,461,1019.0,2021/12/23,1.0,Directed
1802,1131,792.0,2021/12/23,1.0,Directed
1803,1134,1019.0,2021/12/23,1.0,Directed
1804,668,1019.0,2021/12/23,1.0,Directed
1805,143,514.0,2021/12/24,1.0,Directed
1806,32,793.0,2021/12/25,1.0,Directed
1807,108,793.0,2021/12/25,1.0,Directed
1808,461,793.0,2021/12/25,1.0,Directed
1809,1127,793.0,2021/12/25,1.0,Directed
1810,668,793.0,2021/12/25,1.0,Directed
1811,710,952.0,2021/12/27,1.0,Directed
1812,812,952.0,2021/12/27,1.0,Directed
1813,221,952.0,2021/12/27,1.0,Directed
1814,243,952.0,2021/12/27,1.0,Directed
1815,393,952.0,2021/12/27,1.0,Directed
1816,461,952.0,2021/12/27,1.0,Directed
1817,1132,952.0,2021/12/27,1.0,Directed
1818,668,952.0,2021/12/27,1.0,Directed
1819,809,875.0,2021/12/28,1.0,Directed
1820,332,875.0,2021/12/28,1.0,Directed
1821,364,875.0,2021/12/28,1.0,Directed
1822,183,794.0,2021/12/30,1.0,Directed
1823,293,794.0,2021/12/30,1.0,Directed
1824,461,794.0,2021/12/30,1.0,Directed
1825,1131,794.0,2021/12/30,1.0,Directed
1826,6,877.0,2021/12/31,1.0,Directed
1827,809,877.0,2021/12/31,1.0,Directed
1828,461,877.0,2021/12/31,1.0,Directed
1829,90,215.0,2022/1/1,1.0,Directed
1830,90,326.0,2022/1/1,1.0,Directed
1831,1048,326.0,2022/1/1,1.0,Directed
1832,215,236.0,2022/1/1,1.0,Directed
1833,215,250.0,2022/1/1,1.0,Directed
1834,287,153.0,2022/1/1,1.0,Directed
1835,315,215.0,2022/1/1,1.0,Directed
1836,315,326.0,2022/1/1,1.0,Directed
1837,461,215.0,2022/1/1,1.0,Directed
1838,484,287.0,2022/1/1,1.0,Directed
1839,545,287.0,2022/1/1,1.0,Directed
1840,153,625.0,2022/1/1,1.0,Directed
1841,483,625.0,2022/1/1,1.0,Directed
1842,812,953.0,2022/1/4,1.0,Directed
1843,335,953.0,2022/1/4,1.0,Directed
1844,354,953.0,2022/1/4,1.0,Directed
1845,461,953.0,2022/1/4,1.0,Directed
1846,1132,953.0,2022/1/4,1.0,Directed
1847,668,953.0,2022/1/4,1.0,Directed
1848,483,153.0,2022/1/13,1.0,Directed
1849,484,153.0,2022/1/13,1.0,Directed
1850,0,954.0,2022/1/17,1.0,Directed
1851,69,954.0,2022/1/17,1.0,Directed
1852,70,954.0,2022/1/17,1.0,Directed
1853,812,954.0,2022/1/17,1.0,Directed
1854,1050,954.0,2022/1/17,1.0,Directed
1855,315,630.0,2022/1/17,1.0,Directed
1856,364,954.0,2022/1/17,1.0,Directed
1857,461,954.0,2022/1/17,1.0,Directed
1858,1132,954.0,2022/1/17,1.0,Directed
1859,668,954.0,2022/1/17,1.0,Directed
1860,495,19.0,2022/1/25,1.0,Directed
1861,495,492.0,2022/1/25,1.0,Directed
1862,812,955.0,2022/1/26,1.0,Directed
1863,1050,955.0,2022/1/26,1.0,Directed
1864,153,955.0,2022/1/26,1.0,Directed
1865,287,955.0,2022/1/26,1.0,Directed
1866,287,483.0,2022/1/26,1.0,Directed
1867,287,484.0,2022/1/26,1.0,Directed
1868,636,354.0,2022/1/26,1.0,Directed
1869,364,955.0,2022/1/26,1.0,Directed
1870,461,955.0,2022/1/26,1.0,Directed
1871,483,955.0,2022/1/26,1.0,Directed
1872,484,955.0,2022/1/26,1.0,Directed
1873,1132,955.0,2022/1/26,1.0,Directed
1874,668,955.0,2022/1/26,1.0,Directed
1875,809,878.0,2022/1/31,1.0,Directed
1876,101,878.0,2022/1/31,1.0,Directed
1877,332,878.0,2022/1/31,1.0,Directed
1878,461,878.0,2022/1/31,1.0,Directed
1879,668,878.0,2022/1/31,1.0,Directed
1880,69,121.0,2022/2/1,1.0,Directed
1881,69,1.0,2022/2/1,1.0,Directed
1882,809,879.0,2022/2/1,1.0,Directed
1883,315,451.0,2022/2/1,1.0,Directed
1884,335,451.0,2022/2/1,1.0,Directed
1885,630,43.0,2022/2/1,1.0,Directed
1886,1132,630.0,2022/2/1,1.0,Directed
1887,668,451.0,2022/2/1,1.0,Directed
1888,668,879.0,2022/2/1,1.0,Directed
1889,33,1024.0,2022/2/5,1.0,Directed
1890,1044,1024.0,2022/2/5,1.0,Directed
1891,218,353.0,2022/2/5,1.0,Directed
1892,218,427.0,2022/2/5,1.0,Directed
1893,218,480.0,2022/2/5,1.0,Directed
1894,200,1024.0,2022/2/5,1.0,Directed
1895,204,1024.0,2022/2/5,1.0,Directed
1896,204,300.0,2022/2/5,1.0,Directed
1897,218,1024.0,2022/2/5,1.0,Directed
1898,275,1024.0,2022/2/5,1.0,Directed
1899,300,1024.0,2022/2/5,1.0,Directed
1900,353,1024.0,2022/2/5,1.0,Directed
1901,369,1024.0,2022/2/5,1.0,Directed
1902,427,1024.0,2022/2/5,1.0,Directed
1903,218,427.0,2022/2/5,1.0,Directed
1904,460,1024.0,2022/2/5,1.0,Directed
1905,480,1024.0,2022/2/5,1.0,Directed
1906,218,480.0,2022/2/5,1.0,Directed
1907,509,1024.0,2022/2/5,1.0,Directed
1908,510,1024.0,2022/2/5,1.0,Directed
1909,1135,1024.0,2022/2/5,1.0,Directed
1910,549,1024.0,2022/2/5,1.0,Directed
1911,563,1024.0,2022/2/5,1.0,Directed
1912,571,300.0,2022/2/5,1.0,Directed
1913,622,1024.0,2022/2/5,1.0,Directed
1914,622,510.0,2022/2/5,1.0,Directed
1915,629,1024.0,2022/2/5,1.0,Directed
1916,668,1024.0,2022/2/5,1.0,Directed
1917,812,956.0,2022/2/7,1.0,Directed
1918,812,957.0,2022/2/7,1.0,Directed
1919,101,956.0,2022/2/7,1.0,Directed
1920,101,957.0,2022/2/7,1.0,Directed
1921,163,956.0,2022/2/7,1.0,Directed
1922,163,957.0,2022/2/7,1.0,Directed
1923,461,956.0,2022/2/7,1.0,Directed
1924,461,957.0,2022/2/7,1.0,Directed
1925,1132,956.0,2022/2/7,1.0,Directed
1926,1132,957.0,2022/2/7,1.0,Directed
1927,668,956.0,2022/2/7,1.0,Directed
1928,668,957.0,2022/2/7,1.0,Directed
1929,809,880.0,2022/2/8,1.0,Directed
1930,158,880.0,2022/2/8,1.0,Directed
1931,36,881.0,2022/2/13,1.0,Directed
1932,809,881.0,2022/2/13,1.0,Directed
1933,408,795.0,2022/2/13,1.0,Directed
1934,461,795.0,2022/2/13,1.0,Directed
1935,503,795.0,2022/2/13,1.0,Directed
1936,1131,795.0,2022/2/13,1.0,Directed
1937,668,795.0,2022/2/13,1.0,Directed
1938,780,958.0,2022/2/14,1.0,Directed
1939,812,958.0,2022/2/14,1.0,Directed
1940,87,958.0,2022/2/14,1.0,Directed
1941,104,958.0,2022/2/14,1.0,Directed
1942,249,958.0,2022/2/14,1.0,Directed
1943,346,958.0,2022/2/14,1.0,Directed
1944,461,958.0,2022/2/14,1.0,Directed
1945,1132,958.0,2022/2/14,1.0,Directed
1946,668,958.0,2022/2/14,1.0,Directed
1947,19,1048.0,2022/2/17,1.0,Directed
1948,43,796.0,2022/2/20,1.0,Directed
1949,43,600.0,2022/2/20,1.0,Directed
1950,461,796.0,2022/2/20,1.0,Directed
1951,1131,796.0,2022/2/20,1.0,Directed
1952,600,796.0,2022/2/20,1.0,Directed
1953,18,882.0,2022/2/21,1.0,Directed
1954,18,959.0,2022/2/21,1.0,Directed
1955,44,959.0,2022/2/21,1.0,Directed
1956,809,882.0,2022/2/21,1.0,Directed
1957,812,959.0,2022/2/21,1.0,Directed
1958,1046,882.0,2022/2/21,1.0,Directed
1959,1046,959.0,2022/2/21,1.0,Directed
1960,261,959.0,2022/2/21,1.0,Directed
1961,335,959.0,2022/2/21,1.0,Directed
1962,461,959.0,2022/2/21,1.0,Directed
1963,1132,959.0,2022/2/21,1.0,Directed
1964,1048,73.0,2022/2/22,1.0,Directed
1965,101,1048.0,2022/2/22,1.0,Directed
1966,176,1048.0,2022/2/22,1.0,Directed
1967,215,1048.0,2022/2/22,1.0,Directed
1968,236,1048.0,2022/2/22,1.0,Directed
1969,250,1048.0,2022/2/22,1.0,Directed
1970,298,1048.0,2022/2/22,1.0,Directed
1971,315,1048.0,2022/2/22,1.0,Directed
1972,324,1048.0,2022/2/22,1.0,Directed
1973,326,1048.0,2022/2/22,1.0,Directed
1974,1048,331.0,2022/2/22,1.0,Directed
1975,334,1048.0,2022/2/22,1.0,Directed
1976,335,1048.0,2022/2/22,1.0,Directed
1977,460,1048.0,2022/2/22,1.0,Directed
1978,461,1048.0,2022/2/22,1.0,Directed
1979,477,1048.0,2022/2/22,1.0,Directed
1980,1131,1048.0,2022/2/22,1.0,Directed
1981,531,1048.0,2022/2/22,1.0,Directed
1982,553,1048.0,2022/2/22,1.0,Directed
1983,636,1048.0,2022/2/22,1.0,Directed
1984,668,1048.0,2022/2/22,1.0,Directed
1985,147,797.0,2022/2/26,1.0,Directed
1986,184,798.0,2022/2/26,1.0,Directed
1987,282,798.0,2022/2/26,1.0,Directed
1988,385,798.0,2022/2/26,1.0,Directed
1989,461,797.0,2022/2/26,1.0,Directed
1990,461,798.0,2022/2/26,1.0,Directed
1991,485,798.0,2022/2/26,1.0,Directed
1992,1131,797.0,2022/2/26,1.0,Directed
1993,1133,798.0,2022/2/26,1.0,Directed
1994,492,1048.0,2022/2/26,1.0,Directed
1995,54,1045.0,2022/3/1,1.0,Directed
1996,73,176.0,2022/3/1,1.0,Directed
1997,73,298.0,2022/3/1,1.0,Directed
1998,73,477.0,2022/3/1,1.0,Directed
1999,250,73.0,2022/3/1,1.0,Directed
2000,101,1045.0,2022/3/1,1.0,Directed
2001,202,1045.0,2022/3/1,1.0,Directed
2002,332,1045.0,2022/3/1,1.0,Directed
2003,334,1045.0,2022/3/1,1.0,Directed
2004,344,548.0,2022/3/1,1.0,Directed
2005,344,358.0,2022/3/1,1.0,Directed
2006,450,548.0,2022/3/1,1.0,Directed
2007,451,1045.0,2022/3/1,1.0,Directed
2008,452,1045.0,2022/3/1,1.0,Directed
2009,461,292.0,2022/3/1,1.0,Directed
2010,461,324.0,2022/3/1,1.0,Directed
2011,461,342.0,2022/3/1,1.0,Directed
2012,461,462.0,2022/3/1,1.0,Directed
2013,461,463.0,2022/3/1,1.0,Directed
2014,461,1045.0,2022/3/1,1.0,Directed
2015,553,1045.0,2022/3/1,1.0,Directed
2016,607,1045.0,2022/3/1,1.0,Directed
2017,668,1045.0,2022/3/1,1.0,Directed
2018,32,194.0,2022/3/5,1.0,Directed
2019,32,211.0,2022/3/5,1.0,Directed
2020,32,799.0,2022/3/5,1.0,Directed
2021,108,799.0,2022/3/5,1.0,Directed
2022,194,211.0,2022/3/5,1.0,Directed
2023,194,799.0,2022/3/5,1.0,Directed
2024,194,459.0,2022/3/5,1.0,Directed
2025,211,799.0,2022/3/5,1.0,Directed
2026,211,459.0,2022/3/5,1.0,Directed
2027,459,799.0,2022/3/5,1.0,Directed
2028,461,799.0,2022/3/5,1.0,Directed
2029,1131,799.0,2022/3/5,1.0,Directed
2030,74,1026.0,2022/3/6,1.0,Directed
2031,1044,1026.0,2022/3/6,1.0,Directed
2032,147,1026.0,2022/3/6,1.0,Directed
2033,162,1026.0,2022/3/6,1.0,Directed
2034,217,1026.0,2022/3/6,1.0,Directed
2035,270,1026.0,2022/3/6,1.0,Directed
2036,319,1026.0,2022/3/6,1.0,Directed
2037,358,1026.0,2022/3/6,1.0,Directed
2038,450,1026.0,2022/3/6,1.0,Directed
2039,1129,1026.0,2022/3/6,1.0,Directed
2040,1135,1026.0,2022/3/6,1.0,Directed
2041,548,1026.0,2022/3/6,1.0,Directed
2042,358,548.0,2022/3/6,1.0,Directed
2043,668,1026.0,2022/3/6,1.0,Directed
2044,38,960.0,2022/3/7,1.0,Directed
2045,812,960.0,2022/3/7,1.0,Directed
2046,292,960.0,2022/3/7,1.0,Directed
2047,461,960.0,2022/3/7,1.0,Directed
2048,1132,960.0,2022/3/7,1.0,Directed
2049,668,960.0,2022/3/7,1.0,Directed
2050,460,1048.0,2022/3/18,1.0,Directed
2051,812,961.0,2022/3/21,1.0,Directed
2052,461,961.0,2022/3/21,1.0,Directed
2053,1132,961.0,2022/3/21,1.0,Directed
2054,620,961.0,2022/3/21,1.0,Directed
2055,620,650.0,2022/3/21,1.0,Directed
2056,650,961.0,2022/3/21,1.0,Directed
2057,260,1048.0,2022/3/21,1.0,Directed
2058,812,962.0,2022/3/29,1.0,Directed
2059,461,962.0,2022/3/29,1.0,Directed
2060,462,962.0,2022/3/29,1.0,Directed
2061,463,962.0,2022/3/29,1.0,Directed
2062,1132,962.0,2022/3/29,1.0,Directed
2063,531,1048.0,2022/3/29,1.0,Directed
2064,189,1048.0,2022/3/31,1.0,Directed
2065,809,883.0,2022/4/1,1.0,Directed
2066,812,340.0,2022/4/1,1.0,Directed
2067,180,883.0,2022/4/1,1.0,Directed
2068,425,180.0,2022/4/1,1.0,Directed
2069,335,1048.0,2022/4/1,1.0,Directed
2070,812,963.0,2022/4/6,1.0,Directed
2071,110,963.0,2022/4/6,1.0,Directed
2072,342,963.0,2022/4/6,1.0,Directed
2073,461,963.0,2022/4/6,1.0,Directed
2074,513,963.0,2022/4/6,1.0,Directed
2075,1132,963.0,2022/4/6,1.0,Directed
2076,662,963.0,2022/4/6,1.0,Directed
2077,298,1048.0,2022/4/8,1.0,Directed
2078,315,110.0,2022/4/10,1.0,Directed
2079,809,884.0,2022/4/11,1.0,Directed
2080,587,884.0,2022/4/11,1.0,Directed
2081,39,885.0,2022/4/14,1.0,Directed
2082,809,885.0,2022/4/14,1.0,Directed
2083,812,964.0,2022/4/19,1.0,Directed
2084,342,964.0,2022/4/19,1.0,Directed
2085,461,964.0,2022/4/19,1.0,Directed
2086,513,964.0,2022/4/19,1.0,Directed
2087,1132,964.0,2022/4/19,1.0,Directed
2088,809,886.0,2022/4/20,1.0,Directed
2089,809,888.0,2022/4/20,1.0,Directed
2090,182,888.0,2022/4/20,1.0,Directed
2091,249,886.0,2022/4/20,1.0,Directed
2092,282,800.0,2022/4/20,1.0,Directed
2093,461,800.0,2022/4/20,1.0,Directed
2094,1135,800.0,2022/4/20,1.0,Directed
2095,618,800.0,2022/4/20,1.0,Directed
2096,214,1048.0,2022/4/22,1.0,Directed
2097,652,546.0,2022/4/22,1.0,Directed
2098,8,965.0,2022/4/29,1.0,Directed
2099,75,965.0,2022/4/29,1.0,Directed
2100,812,965.0,2022/4/29,1.0,Directed
2101,278,965.0,2022/4/29,1.0,Directed
2102,343,965.0,2022/4/29,1.0,Directed
2103,456,965.0,2022/4/29,1.0,Directed
2104,461,965.0,2022/4/29,1.0,Directed
2105,1132,965.0,2022/4/29,1.0,Directed
2106,668,965.0,2022/4/29,1.0,Directed
2107,32,283.0,2022/5/1,1.0,Directed
2108,335,39.0,2022/5/1,1.0,Directed
2109,461,39.0,2022/5/1,1.0,Directed
2110,668,39.0,2022/5/1,1.0,Directed
2111,281,1048.0,2022/5/6,1.0,Directed
2112,809,887.0,2022/5/7,1.0,Directed
2113,1048,887.0,2022/5/7,1.0,Directed
2114,250,887.0,2022/5/7,1.0,Directed
2115,812,966.0,2022/5/9,1.0,Directed
2116,141,966.0,2022/5/9,1.0,Directed
2117,283,966.0,2022/5/9,1.0,Directed
2118,335,966.0,2022/5/9,1.0,Directed
2119,342,966.0,2022/5/9,1.0,Directed
2120,443,966.0,2022/5/9,1.0,Directed
2121,461,966.0,2022/5/9,1.0,Directed
2122,1132,966.0,2022/5/9,1.0,Directed
2123,620,966.0,2022/5/9,1.0,Directed
2124,654,966.0,2022/5/9,1.0,Directed
2125,809,889.0,2022/5/14,1.0,Directed
2126,1016,889.0,2022/5/14,1.0,Directed
2127,114,889.0,2022/5/14,1.0,Directed
2128,812,967.0,2022/5/20,1.0,Directed
2129,292,967.0,2022/5/20,1.0,Directed
2130,461,967.0,2022/5/20,1.0,Directed
2131,1132,967.0,2022/5/20,1.0,Directed
2132,809,890.0,2022/5/22,1.0,Directed
2133,182,890.0,2022/5/22,1.0,Directed
2134,32,422.0,2022/6/1,1.0,Directed
2135,812,968.0,2022/6/1,1.0,Directed
2136,1018,968.0,2022/6/1,1.0,Directed
2137,140,968.0,2022/6/1,1.0,Directed
2138,461,968.0,2022/6/1,1.0,Directed
2139,1132,968.0,2022/6/1,1.0,Directed
2140,529,968.0,2022/6/1,1.0,Directed
2141,812,969.0,2022/6/13,1.0,Directed
2142,461,969.0,2022/6/13,1.0,Directed
2143,1132,969.0,2022/6/13,1.0,Directed
2144,610,969.0,2022/6/13,1.0,Directed
2145,668,969.0,2022/6/13,1.0,Directed
2146,18,891.0,2022/6/15,1.0,Directed
2147,18,892.0,2022/6/15,1.0,Directed
2148,809,891.0,2022/6/15,1.0,Directed
2149,809,892.0,2022/6/15,1.0,Directed
2150,18,893.0,2022/6/16,1.0,Directed
2151,809,893.0,2022/6/16,1.0,Directed
2152,340,814.0,2022/6/16,1.0,Directed
2153,461,814.0,2022/6/16,1.0,Directed
2154,668,814.0,2022/6/16,1.0,Directed
2155,812,970.0,2022/6/21,1.0,Directed
2156,461,970.0,2022/6/21,1.0,Directed
2157,513,970.0,2022/6/21,1.0,Directed
2158,1132,970.0,2022/6/21,1.0,Directed
2159,32,802.0,2022/6/25,1.0,Directed
2160,108,802.0,2022/6/25,1.0,Directed
2161,424,802.0,2022/6/25,1.0,Directed
2162,422,802.0,2022/6/25,1.0,Directed
2163,422,424.0,2022/6/25,1.0,Directed
2164,461,801.0,2022/6/25,1.0,Directed
2165,1135,801.0,2022/6/25,1.0,Directed
2166,32,265.0,2022/7/1,1.0,Directed
2167,50,971.0,2022/7/4,1.0,Directed
2168,812,971.0,2022/7/4,1.0,Directed
2169,116,971.0,2022/7/4,1.0,Directed
2170,97,971.0,2022/7/4,1.0,Directed
2171,116,971.0,2022/7/4,1.0,Directed
2172,461,971.0,2022/7/4,1.0,Directed
2173,1132,971.0,2022/7/4,1.0,Directed
2174,1050,1051.0,2022/7/5,1.0,Directed
2175,1051,131.0,2022/7/5,1.0,Directed
2176,461,1051.0,2022/7/5,1.0,Directed
2177,461,1052.0,2022/7/5,1.0,Directed
2178,1051,666.0,2022/7/5,1.0,Directed
2179,668,1051.0,2022/7/5,1.0,Directed
2180,668,1052.0,2022/7/5,1.0,Directed
2181,809,894.0,2022/7/8,1.0,Directed
2182,252,894.0,2022/7/8,1.0,Directed
2183,812,972.0,2022/7/11,1.0,Directed
2184,461,972.0,2022/7/11,1.0,Directed
2185,668,972.0,2022/7/11,1.0,Directed
2186,257,972.0,2022/7/11,1.0,Directed
2187,524,972.0,2022/7/11,1.0,Directed
2188,461,973.0,2022/7/18,1.0,Directed
2189,668,973.0,2022/7/18,1.0,Directed
2190,96,973.0,2022/7/18,1.0,Directed
2191,162,973.0,2022/7/18,1.0,Directed
2192,1,121.0,2022/7/19,1.0,Directed
2193,281,1019.0,2022/7/20,1.0,Directed
2194,265,223.0,2022/7/23,1.0,Directed
2195,223,803.0,2022/7/23,1.0,Directed
2196,265,803.0,2022/7/23,1.0,Directed
2197,32,803.0,2022/7/23,1.0,Directed
2198,108,803.0,2022/7/23,1.0,Directed
2199,809,895.0,2022/7/25,1.0,Directed
2200,28,895.0,2022/7/25,1.0,Directed
2201,461,974.0,2022/7/25,1.0,Directed
2202,668,974.0,2022/7/25,1.0,Directed
2203,352,974.0,2022/7/25,1.0,Directed
2204,809,896.0,2022/7/27,1.0,Directed
2205,511,896.0,2022/7/27,1.0,Directed
2206,809,897.0,2022/7/28,1.0,Directed
2207,28,897.0,2022/7/28,1.0,Directed
2208,32,68.0,2022/8/1,1.0,Directed
2209,32,322.0,2022/8/1,1.0,Directed
2210,147,308.0,2022/8/1,1.0,Directed
2211,823,294.0,2022/8/1,1.0,Directed
2212,293,294.0,2022/8/1,1.0,Directed
2213,461,975.0,2022/8/2,1.0,Directed
2214,668,975.0,2022/8/2,1.0,Directed
2215,675,975.0,2022/8/2,1.0,Directed
2216,36,975.0,2022/8/2,1.0,Directed
2217,461,976.0,2022/8/9,1.0,Directed
2218,668,976.0,2022/8/9,1.0,Directed
2219,675,976.0,2022/8/9,1.0,Directed
2220,36,976.0,2022/8/9,1.0,Directed
2221,809,1054.0,2022/8/11,1.0,Directed
2222,461,1054.0,2022/8/11,1.0,Directed
2223,204,1054.0,2022/8/11,1.0,Directed
2224,484,1054.0,2022/8/11,1.0,Directed
2225,1073,1054.0,2022/8/11,1.0,Directed
2226,809,898.0,2022/8/13,1.0,Directed
2227,1059,898.0,2022/8/13,1.0,Directed
2228,461,977.0,2022/8/16,1.0,Directed
2229,668,977.0,2022/8/16,1.0,Directed
2230,126,977.0,2022/8/16,1.0,Directed
2231,100,977.0,2022/8/16,1.0,Directed
2232,36,977.0,2022/8/16,1.0,Directed
2233,303,899.0,2022/8/17,1.0,Directed
2234,809,899.0,2022/8/17,1.0,Directed
2235,668,1059.0,2022/8/17,1.0,Directed
2236,364,1059.0,2022/8/17,1.0,Directed
2237,636,1059.0,2022/8/17,1.0,Directed
2238,1059,296.0,2022/8/17,1.0,Directed
2239,1059,295.0,2022/8/17,1.0,Directed
2240,1059,267.0,2022/8/17,1.0,Directed
2241,1059,160.0,2022/8/17,1.0,Directed
2242,1059,71.0,2022/8/17,1.0,Directed
2243,1059,521.0,2022/8/17,1.0,Directed
2244,1059,16.0,2022/8/17,1.0,Directed
2245,1059,156.0,2022/8/17,1.0,Directed
2246,1059,328.0,2022/8/17,1.0,Directed
2247,1059,452.0,2022/8/17,1.0,Directed
2248,1059,107.0,2022/8/17,1.0,Directed
2249,1059,190.0,2022/8/17,1.0,Directed
2250,668,125.0,2022/8/19,1.0,Directed
2251,125,439.0,2022/8/19,1.0,Directed
2252,125,190.0,2022/8/19,1.0,Directed
2253,1059,142.0,2022/8/19,1.0,Directed
2254,1059,125.0,2022/8/19,1.0,Directed
2255,668,130.0,2022/8/19,1.0,Directed
2256,69,130.0,2022/8/19,1.0,Directed
2257,81,130.0,2022/8/19,1.0,Directed
2258,121,130.0,2022/8/19,1.0,Directed
2259,130,681.0,2022/8/19,1.0,Directed
2260,461,978.0,2022/8/23,1.0,Directed
2261,668,978.0,2022/8/23,1.0,Directed
2262,514,978.0,2022/8/23,1.0,Directed
2263,143,978.0,2022/8/23,1.0,Directed
2264,36,978.0,2022/8/23,1.0,Directed
2265,68,113.0,2022/8/27,1.0,Directed
2266,68,804.0,2022/8/27,1.0,Directed
2267,113,804.0,2022/8/27,1.0,Directed
2268,32,804.0,2022/8/27,1.0,Directed
2269,108,804.0,2022/8/27,1.0,Directed
2270,675,979.0,2022/8/30,1.0,Directed
2271,81,979.0,2022/8/30,1.0,Directed
2272,179,979.0,2022/8/30,1.0,Directed
2273,36,979.0,2022/8/30,1.0,Directed
2274,90,247.0,2022/9/1,1.0,Directed
2275,90,457.0,2022/9/1,1.0,Directed
2276,675,980.0,2022/9/6,1.0,Directed
2277,531,980.0,2022/9/6,1.0,Directed
2278,197,980.0,2022/9/6,1.0,Directed
2279,36,980.0,2022/9/6,1.0,Directed
2280,461,981.0,2022/9/13,1.0,Directed
2281,298,981.0,2022/9/13,1.0,Directed
2282,512,981.0,2022/9/13,1.0,Directed
2283,90,1060.0,2022/9/13,1.0,Directed
2284,90,366.0,2022/9/15,1.0,Directed
2285,668,1060.0,2022/9/18,1.0,Directed
2286,46,1060.0,2022/9/18,1.0,Directed
2287,85,1060.0,2022/9/18,1.0,Directed
2288,192,1060.0,2022/9/18,1.0,Directed
2289,630,1060.0,2022/9/18,1.0,Directed
2290,230,1060.0,2022/9/18,1.0,Directed
2291,115,1060.0,2022/9/18,1.0,Directed
2292,520,1060.0,2022/9/18,1.0,Directed
2293,14,1060.0,2022/9/18,1.0,Directed
2294,1060,653.0,2022/9/18,1.0,Directed
2295,1060,95.0,2022/9/18,1.0,Directed
2296,155,95.0,2022/9/18,1.0,Directed
2297,1060,63.0,2022/9/18,1.0,Directed
2298,25,648.0,2022/9/18,1.0,Directed
2299,1060,648.0,2022/9/18,1.0,Directed
2300,1060,25.0,2022/9/18,1.0,Directed
2301,1060,470.0,2022/9/18,1.0,Directed
2302,1060,130.0,2022/9/18,1.0,Directed
2303,1060,668.0,2022/9/18,1.0,Directed
2304,1060,217.0,2022/9/18,1.0,Directed
2305,270,217.0,2022/9/18,1.0,Directed
2306,476,217.0,2022/9/18,1.0,Directed
2307,1060,270.0,2022/9/18,1.0,Directed
2308,1060,476.0,2022/9/18,1.0,Directed
2309,1060,1082.0,2022/9/18,1.0,Directed
2310,1060,349.0,2022/9/18,1.0,Directed
2311,1060,383.0,2022/9/18,1.0,Directed
2312,383,1082.0,2022/9/18,1.0,Directed
2313,349,383.0,2022/9/18,1.0,Directed
2314,1060,1112.0,2022/9/18,1.0,Directed
2315,1060,412.0,2022/9/18,1.0,Directed
2316,412,1112.0,2022/9/18,1.0,Directed
2317,1060,275.0,2022/9/19,1.0,Directed
2318,1060,506.0,2022/9/20,1.0,Directed
2319,1060,51.0,2022/9/21,1.0,Directed
2320,461,982.0,2022/9/27,1.0,Directed
2321,342,982.0,2022/9/27,1.0,Directed
2322,513,982.0,2022/9/27,1.0,Directed
2323,259,1074.0,2022/9/29,1.0,Directed
2324,259,98.0,2022/9/29,1.0,Directed
2325,233,259.0,2022/9/29,1.0,Directed
2326,668,109.0,2022/10/1,1.0,Directed
2327,405,1126.0,2022/10/6,1.0,Directed
2328,403,1126.0,2022/10/6,1.0,Directed
2329,809,900.0,2022/10/8,1.0,Directed
2330,509,900.0,2022/10/8,1.0,Directed
2331,284,1081.0,2022/10/9,1.0,Directed
2332,568,284.0,2022/10/9,1.0,Directed
2333,284,266.0,2022/10/9,1.0,Directed
2334,284,568.0,2022/10/9,1.0,Directed
2335,668,1081.0,2022/10/9,1.0,Directed
2336,461,1081.0,2022/10/9,1.0,Directed
2337,568,1081.0,2022/10/9,1.0,Directed
2338,266,1081.0,2022/10/9,1.0,Directed
2339,668,983.0,2022/10/11,1.0,Directed
2340,461,983.0,2022/10/11,1.0,Directed
